group,title
Приобретение и монтаж технологического оборудования  емкости дренажной (V=8 м3) (Куст 7),2
Т.47.9 Мачта прожекторная Н=35 м (КД ЭН),2
Устройство свайного основания (Поз.5),2
Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 5 (Куст 75),2
"Строительные работы основания (поз.2) (Куст 7), узел 6 ПК73+80",2
Устройство лестницы и пандуса (поз.24),2
Строительные работы основания блока переключателя скважин многоходового (Куст 68),2
Строительные работы основания мачты прожекторной (Куст 27),2
Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 3 (Куст 75),2
Устройство ограждения,2
ТК1: Технологические сети,2
Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 3 (Куст 74),2
Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 3 (Куст 72),2
Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 3 (Куст 71),2
Строительные работы основания мачты прожекторной (Куст 34),2
"Строительные работы основания (поз.5) (Куст 7), узел 7/59",2
"Строительные работы основания (поз.4) (Куст 7, узел 5/57)",2
Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 3 (Куст 7),2
"Строительные работы основания (поз.4) (Куст 7), узел 5/57",2
Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 3 (Куст 5),2
"ТК/Монтаж трубопроводов, ЗРА, оцинковка (Сети инженерные)",2
Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 3 (Куст 45),2
Трубопровод сброса с предохранительного клапана (Куст 69),2
Т.УЗСОД Узел запуска СОД № 2 (АС)-ограждение,2
Т.31 Операторная (AC),2
Т.С037 Инженерные сети (АС1.1) (Устройство свайного основания),2
Сети дренажа (Куст 7),2
ЭН/Мачта прожекторная,2
Укладка тротуарных плит (поз.49.1),2
Строительные работы. Установка измерительная (Куст 29),2
ЭН. Прожекторная мачта (Поз.7),2
Строительные работы опор (Куст 26),2
Строительные работы блока технологического (Куст 37),2
Укладка тротуарных плит (поз.44),2
Строительные работы. Узел запорной арматуры (Куст 67),2
Устройство площадок и лестниц с ограждением (ВХ1.Поз.1),2
Строительные работы,2
Укладка тротуарных плит (поз.42),2
Устройство щебеночного основания (поз.56),2
Т.8190 Инженерные сети (до ЦПС)-Ц-С037-АС7 (Устройство свайного основания),2
Т.6.1 Блок-бокс АСУТП (АС),2
Статическое испытание свай (поз.ЛЧ-ИС1),2
Сети дренажа (Куст 8),2
Т.8190 Инженерные сети (до ЦПС)-Ц-С037-АС16 (Монтаж металлоконструкций),2
Укладка тротуарных плит (поз.41),2
Строительные работы. Узел 1. Нефтегазопровод. Высоконапорный водовод (Куст 47),2
Укладка тротуарных плит (поз.49.2),2
Строительные работы. Щит пожарный (ЩП-В). Щит пожарный (ЩП-Е),2
"Строительные работы опор (Куст 7), эстакада узлов 1/53, 6/58, 7/59",2
Строительные работы основания устья добывающей скважины (Куст 75),2
Строительные работы. Электрический подогреватель нефти (Куст 47),2
Строительные работы. Электрические воздушные линии 10кВ (Куст 93),2
Устройство свайного основания (поз.18.1-18.48),2
Сварочно-монтажные работы (Куст 57),2
Светотехническое оборудование,2
Сети водоснабжения (ТК),2
Укрепление откосов ОБП,2
Тит. С037 Инженерные сети (поз.С037-АС1.4.1),2
Тит. С037 Инженерные сети (поз.С037-АС1.4.4),2
Укладка тротуарных плит (поз.55),2
Укладка тротуарных плит (поз.50),2
Устройство тротуарной плитки (поз.61),2
Тит.8414 Инженерные сети УПСГ (ТК),2
Тит.8414 Инженерные сети УПСГ (ТК2),2
Укладка тротуарных плит (поз.54),2
ЭН/Наружное освещение площадки ХАЛ,2
Тит.8414 Инженерные сети УПСГ-С037-ТК,2
Укладка тротуарных плит (поз.53),2
Сети дренажа (Куст 28),2
Сети дренажа (Куст 35),2
Утепление конструкций пола,2
Укладка тротуарных плит (поз.40),2
Укладка тротуарных плит (поз.39),2
Строительные работы. Линейная часть  (Куст 77),2
Трубопровод питания ДЭС (поз.С039),2
Трубопровод питания ДЭС (поз.С039) (ТХТ-1),2
"Строительные работы. Мачта прожекторная, Н=25 м (Куст 15)",2
Футляр защитный №1 (для нефтегазопровода) (Куст 35),2
Строительные работы. Линейная часть  (Куст 32),2
Строительные работы. Линейная часть. Нефтегазопровод. Высоконапорный водовод (Куст 29),2
Строительные работы. Линейная часть. Нефтегазопровод. Высоконапорный водовод (Куст 15),2
Строительные работы. Линейная часть  (Куст 56),2
Хозбытовая канализация К1Н (ТК4),2
Сети противопожарного водопровода В7 (ТК4),2
Строительные работы. Емкость дренажная V=8м3,2
Строительные работы. Линейная часть  (Куст 80),2
"Сети противопожарного водопровода К3К2Н, К3К2.1, К24Н (ТК4)",2
Трубопровод сброса с предохранительного клапана,2
Строительные работы. Линейная часть. Нефтегазопровод (Куст 301),2
Сети связи (ССП),2
Строительные работы. Линейная часть. Нефтегазопровод (Куст 32),2
Строительные работы. Линейная часть. Нефтегазопровод (Куст 77),2
Сети технологические (Куст 102),2
Строительные работы. Линейная часть. Нефтегазопровод (Куст 67),2
"Строительные работы. Нефтегазопровод. Узел 1 ПК13+18,1. ",2
Строительные работы основания блока технологического (Куст 68),2
Укладка тротуарных плит (поз.101),2
"Строительные работы, Узел№14/66 ПК21+56,50, Узел приема СОД",2
"Узел приема очистного устройства, нефтегазопровод (ТН)",2
Тит.С037 К2К3Н (Канализация производственно-дождевая напорная),2
Сети инженерные (Куст 67),2
Сети инженерные - 1. Электрический подогреватель нефти (Куст 47),2
Узел приема очистного устройства (АС),2
Строительные работы электрической воздушной линии 10 кВ (Куст 70),2
Сети канализации (НК4),2
Трансформаторная подстанция (АС),2
Узел запуска приёма средств очистки и диагностики №1 (АС),2
Узел запорной арматуры №1 (АС),2
Т.61 Блок НКУ (АС),2
Сети охранной сигнализации (ОС),2
Трансформаторная подстанция (ЭМ),2
Узел запорной арматуры (АС1),2
Узел задвижек 17 (АС),2
Приобретение и монтаж оборудования широкополосного беспроводного доступа (Куст 75),2
Сети пожарной сигнализации (С-035) (ВХ2.С035),2
Сети пожарной сигнализации (С-035) (ВХ3.С035),2
Строительные работы. Блок контроля и управления (Куст 47),2
Узел задвижек (АС) № 13  ,2
СС.1/Сети связи. СО33,2
Строительные работы.Термометрическая скважина ТС1.Деформационная марка М1. (Куст 29),2
Строительные работы основания устья добывающей скважины (Куст 73),2
Строительные работы основания сетей инженерных,2
Приобретение и монтаж. Емкость дренажная V=8м3 (Куст 15),2
Т.26 Станция насосная нестабильного конденсата (АС),2
Устройство основания. Блок гребенки (Куст 301),2
Строительные работы опор-1 (Куст 7),2
Проект 853 4 ур..4.1.1.1.10 Монтаж оборудования ВОЛС,2
Т.22.7 Площадка для гидрозатвора (АС),2
Т.22.4 Площадка для слива из автоцистерн,2
Т.С037 Инженерные сети (АС1.4.2) (Монтаж металлоконструкций),2
"Строительные работы опор трубопровода, участок 4 (Куст 7)",2
"Строительные работы опор трубопровода, Куст 138 - т.в. куст 138",2
Устройство плит П-1 (поз.59.2),2
Строительные работы основания установки дозирования химреагентов (Куст 71),2
Трубопровод сброса с предохранительного клапана (Куст 70),2
Строительные работы опор трубопровода (Куст 75) К75 - т.вр.К72 (Узел №17),2
Устройство системы отопления,2
Т.С037 Инженерные сети (АС1.4),2
Производственный корпус по ремонту УЭЦН,2
Устройство площадки поз.18,2
"Устройство соляных заземлителей АС-6НВ- ""Питон""",2
Прокладка воздухозаборников,2
Строительные работы основания  (Куст 57),2
Устройство основания. Горизонтальная насосная установка (Куст 56),2
"Прокладка кабеля 0,4 кВ (ВХ3.С027)",2
Строительные работы основания  блока технологического (Куст 74),2
"Строительные работы основания (Узел №30/82 ПК16+10,28) (Куст 28)",2
"Строительные работы основания (Узел №29/81 ПК14+79,64) (Куст 28)",2
Устройство защитных футляров (Куст 7),2
"Строительные работы основания (Узел №28/80 ПК4+4,98) (Куст 28)",2
Теплоизоляция поз.23.2,2
"Приобретение и монтаж электрооборудования подстанции трансформаторной 10/0,4 кВ, площадки электрооборудования ЭЦН (Куст 45)",2
Т.С202 Инженерные сети (АС),2
Устройство железобетонного основания (поз.106),2
"Строительные работы основания (Куст 57), Узел 11/63 ПК8+79,68",2
Устройство свайного основания (поз.68.1),2
"Приобретение и монтаж электрооборудования, молниезащиты и заземления (Куст 68)",2
Т.С137 К2К3Н (Канализация производственно-дождевая напорная),2
Т.5.5 Блок технологический АВО газа и сепараторов (АС) сезонные работы,2
Электрообогрев (ЭСО) (поз.9.1…9.3),2
Строительные работы основания мачты прожекторной (№1) (Куст 72),2
Строительные работы основания мачты прожекторной № 2,2
Строительные работы основания молниеотвода (Куст 70),2
Устройство водоотводного лотка по периметру карт амбара,2
Т.С137 В2 (Водопровод противопожарный),2
Устройство системы вентиляции,2
Устройство антикоррозионной защиты (поз.28.2),2
Строительные работы опор трубопровода (Куст 73) от К-73 -т.в.р К-73,2
СОТ,2
Работы не вошедшие в СМГ ,2
Техническое видеонаблюдение (ТВН),2
Пусконаладочные работы. Подэтап 1 (Куст 72),2
Строительные работы опор трубопровода (Куст 36),2
Пусконаладочные работы.КИПиА ПАЗ,2
Технологические блоки (ВР) (поз.60),2
Пусконаладочные работы.КИПиА СТМ,2
Строительные работы основания устья добывающей скважины (Куст 72),2
Установка измерительная (Куст 56),2
"Строительство высоконапорного водовода Ду-273Х14 (Куст 75), участок: узел 18 - узел 17",2
Технология производства (ТХ) (поз.58.2),2
Устройство антикоррозионной защиты (поз.10.1),2
Технология производства (ТХ) (поз.58.3),2
Распределительная система управления (ВХ2.РСУ),2
Распределительная система управления (ВХ3.РСУ),2
Резервуар запаса питьевой воды V=400 м3 (поз. 2.19),2
Технология производственных предприятий (поз.58.4),2
Тип пола КГ-1 (поз.50),2
Установка арматуры (поз.50),2
"Ростверки РС1, РС2 (поз.15)",2
Укрепление русла (АД),2
ЭС/поз.4.13/Сборка оборудования,2
Противопожарный водопровод В2 (поз.50),2
Прокладка кабеля 10 кВ (ВХ3.С027),2
Прокладка силового кабеля,2
Строительные работы опор трубопровода (Куст 71) от К-71 -т.в.р К-71,2
Прокладка кабеля КИП,2
Прокладка кабеля ЭС,2
Прокладка кабеля по установленным лоткам (ВХ2.С027),2
Устройство антикоррозионной защиты (поз.13.3),2
Прокладка оптоволоконного кабеля,2
Строительные работы опор трубопровода (Куст 7 - т.вр. Куст 7),2
Прокладка основных воздуховодов системы вентиляции,2
Строительные работы опор трубопровода (Куст 68),2
Прокладка трубопровода,2
Противопожарный водовод В2 (Куст 37),2
Устройство антикоррозионной защиты (поз.13.2),2
Строительные работы основания устья добывающей скважины (Куст 57),2
Устройство антикоррозионной защиты (поз.13.1),2
Устройство антикоррозионной защиты (поз.10.2),2
Строительные работы основания устья добывающей скважины (Куст 7),2
Строительные работы опор трубопровода (Куст 5) К5 - т.вр. К138,2
Пролетное строение (поз.ЛЧ-ИС3),2
Устройство проездов и площадок (0-ГП) (разделение сметы),2
Противопожарный водовод (Куст 45),2
Устройство системы кондиционирования,2
    ИСР: NEWPROJ-3.7  АУПС,2
WBS: ОКС 866 - Куст-26.9.2.9.9 Монтаж электрооборудования КТП и ЭЦН,2
Монтаж металлоконструкций (ВХ3.Поз.6),2
WBS: ОКС 866 - Куст-36.9.2.16.3 Монтаж системы электрооогрева трубопроводов. Подэтап 6,2
"Монтаж металлоконструкций (поз.37.1,37.2)",2
WBS: ОКС 866 - Куст-36.9.2.16.3 Монтаж системы электрооогрева трубопроводов. Подэтап 7,2
Монтаж металлоконструкций (поз.101),2
Монтаж металлоконструкций (С119.ВХ3-ПСП),2
Монтаж металлоконструкций (С119.ВХ1-ВХ2) ,2
Монтаж металлоконструкций (Поз.6),2
Монтаж металлоконструкций (Поз.2),2
Монтаж металлоконструкций (Поз.1),2
Монтаж металлоконструкций (ВХ3.Поз.4),2
WBS: ОКС 866 - Куст-36.9.2.2.2 Монтаж электрооборудования КТП и ЭЦН,2
Монтаж металлоконструкций (ВХ3.Поз.3),2
Монтаж металлоконструкций (ВХ3.Поз.2),2
Монтаж металлоконструкций (ВХ3.Поз.1),2
Монтаж металлоконструкций (ВХ2.С020),2
Монтаж металлоконструкций (ВХ2.С019),2
Монтаж металлоконструкций (ВХ2.Поз.2),2
Монтаж металлоконструкций (ВХ2.Поз.1),2
WBS: ОКС 866 - Куст-36.9.2.16.8 Монтаж системы электрооогрева трубопроводов. Подэтап 8,2
Монтаж металлоконстркций (поз.25),2
WBS: ОКС 866 - Куст-36.9.2.16.3 Монтаж системы электрооогрева трубопроводов. Подэтап 5,2
Монтаж металлоконструкций (поз.45),2
Монтаж металлоконструкций (поз.46),2
Монтаж металлоконструкций (поз.55),2
Монтаж металлоконструкций фундамента (поз.33),2
Монтаж металлоконструкций фундамента (поз.31),2
WBS: ОКС 866 - Куст-35.9.2.7.14 Монтаж приборов и средств автоматизации,2
Монтаж металлоконструкций фундамента (поз.26.4),2
Монтаж металлоконструкций фундамента (поз.26.3),2
Монтаж металлоконструкций фундамента (поз.14),2
Монтаж металлоконструкций фундамента (поз.12),2
Монтаж металлоконструкций фундамента (поз.105.2 ),2
Монтаж металлоконструкций фундамента (поз.105.1 ),2
WBS: ОКС 866 - Куст-35.9.2.9.25 Монтаж приборов и средств автоматизации,2
Монтаж металлоконструкций фундамента (поз. 9.1…9.3),2
Монтаж металлоконструкций перехода №2 (С119.ВХ3-ПСП),2
Монтаж металлоконструкций перехода №1 (С119.ВХ3-ПСП),2
Монтаж металлоконструкций перехода (С119.В-ВХ3),2
WBS: ОКС 866 - Куст-36 Строительные работы опор сетей инженерных,2
Монтаж металлоконструкций кабельной эстакады (С119.ВХ2-ПСП),2
Монтаж металлоконструкций балочной клетки (ВХ1.Поз.1),2
Монтаж металлоконструкций (поз.66),2
WBS: ОКС 866 - Куст-36.9.2.1.2 Монтаж электрооборудования КТП и ЭЦН,2
Монтаж металлоконстркций (ВХ2.С019),2
Монтаж материалов поставляемых комплектно с прожекторной мачтой (Куст 70),2
"WBS: ОКС 866 - Куст-41.9.5.1.2 Подвеска провода, установка оборудования и заземление электрической воздушной линии 10 кВ",2
"WBS: ОКС 866 - Куст-37.9.2.2.5 Монтаж электрооборудования, молниезащиты и заземления  ",2
Монтаж кабельной продукции (АВК),2
WBS: ОКС 866 - Куст-37.9.2.16.2 Монтаж системы электрооогрева трубопроводов. Подэтап 2,2
Монтаж и приобретение приборов и средств автоматизации (Куст 26),2
Монтаж запарной арматуры,2
Монтаж доборных элементов,2
WBS: ОКС 866 - Куст-37.9.2.16.3 Монтаж системы электрооогрева трубопроводов. Подэтап 3,2
Монтаж гофрированной трубы в стенки под кабельные линии,2
WBS: ОКС 866 - Куст-37.9.2.16.4 Монтаж системы электрооогрева трубопроводов. Подэтап 4,2
WBS: ОКС 866 - Куст-37.9.2.2.3 Строительные работы опор сетей инженерных,2
"WBS: ОКС 866 - Куст-37.9.2.2.7 Монтаж электрооборудования, молниезащиты и заземления",2
WBS: ОКС 866 - Куст-36.9.2.3.2 Монтаж электрооборудования КТП и ЭЦН,2
Монтаж водопровода противопожарного В2с (поз.10.3),2
Монтаж водопровода противопожарного В2с (поз.10.2),2
Монтаж водопровода пенотушения В10,2
WBS: ОКС 866 - Куст-37.9.2.9.10 Строительные работы основания емкости дренажной (V=8 м3),2
Монтаж блок-бокса,2
Монтаж балки Б1 (ВХ2.Огр),2
Монтаж КИП и А (Куст 8),2
Монтаж КИП и А (Куст 71),2
WBS: ОКС 866 - Куст-41.9.2.6.12 Выкидные трубопроводы,2
WBS: ОКС 866 - Куст-37.9.2.1.6 Монтаж приборов и средств автоматизации,2
Монтаж кабельных конструкций (ВХ1.С027),2
Монтаж кабеля (ВХ1.С027),2
WBS: ОКС 866 - Куст-37 Монтаж системы электрооогрева трубопроводов. Подэтап 5,2
WBS: ОКС 866 - Куст-36.9.2.4.2 Монтаж электрооборудования КТП и ЭЦН,2
"WBS: ОКС 866 - Куст-36.9.2.5.11 Монтаж электрооборудования, молниезащиты и заземления",2
Монтаж материалов поставляемых комплектно с прожекторной мачтой (Куст 45),2
WBS: ОКС 866 - Куст-36.9.2.5.3 Монтаж электрооборудования КТП и ЭЦН,2
"WBS: ОКС 866 - Куст-36.9.2.6.13 Монтаж электрооборудования, молниезащиты и заземления",2
Монтаж м/к площадок обслуживания узла запуска СОД,2
WBS: ОКС 866 - Куст-36.9.2.6.3 Монтаж электрооборудования КТП и ЭЦН,2
Монтаж канализации производственной К3 (НК3),2
Монтаж канализации производственно-дождевой К3К2 (НК3),2
Монтаж кабеля блока контроля и управления (Куст 8),2
Монтаж кабеля блока контроля и управления (Куст 71),2
Монтаж кабеля блока контроля и управления (Куст 7),2
Монтаж кабеля блока контроля и управления (Куст 69),2
Монтаж кабеля блока контроля и управления (Куст 57),2
Монтаж кабеля блока контроля и управления (Куст 5),2
WBS: ОКС 866 - Куст-36.9.2.9.23 Трубопровод сброса с предохранительного клапана,2
Монтаж кабеля блока контроля и управления (Куст 35),2
Монтаж кабеля блока контроля и управления (Куст 1БИС),2
Монтаж кабеля КИПиА,2
Монтаж металлоконструкций фундамента (поз.35),2
Монтаж металлоконструкций фундамента (поз.36),2
Монтаж металлоконструкций фундамента (поз.47),2
Монтаж трубопровода (ТХТ1),2
Монтаж трубопроводов теплоснабжения (поз.10.1),2
WBS: ОКС 2916 - Куст-76.3.2.1.16 Охранная сигнализация,2
WBS: ОКС 2916 - Куст-76.3.2.1.17 Пожарная сигнализация,2
Монтаж трубопроводов канализации (НК1),2
"Монтаж трубопроводов (поз.37.1,37.2)",2
Монтаж трубопровода раствора пенообразователя Р2с (поз.10.3),2
Монтаж трубопровода раствора пенообразователя Р2с (поз.10.2),2
Монтаж трубопровода и теплоизоляции,2
Монтаж трубопровода К3,2
"Монтаж тротуарных плит (поз.37.1, 37.2)",2
Монтаж металлоконструкций фундамента (поз.55),2
WBS: ОКС 2916 - Куст-76.3.2.2.3 Внутриплощадочные сети электрические,2
Монтаж технологического оборудования узла пуска-приема СОД (Куст 57),2
WBS: ОКС 2916 - Куст-76.3.2.4.3 Внутриплощадочные сети электрические,2
"Монтаж технологического оборудования узла приема очистного устройства (водовод), узел 30/82",2
Монтаж технологического оборудования (Куст 7),2
WBS: ОКС 75.17.2 - ВЛ-10 кВ к БКУЭ кранового узла №1 Линия электропередач воздушная 10 кВ (АС),2
Монтаж системы электрооогрева трубопроводов. Подэтап 6,2
WBS: ОКС 853 - Куст-11.2.2.1.8 Сети электрические (ЭМ),2
WBS: ОКС 853 - Куст-136.9.2.9.13 Строительные работы основания мачты прожекторной,2
Монтаж трубопроводов теплоснабжения (поз.10.2),2
Монтаж трубопроводов теплоснабжения (поз.10.3),2
WBS: ОКС 2916 - Куст-67.2.3.1.1 Площадка КТП (АС),2
Монтаж электрооборудования (поз.65.10),2
НС и ВВ (АС) узел 14 - узел 5 (Евракор),2
"НВК/Производственно-противопожарное водоснабжение (В8) площадки ОБП, ВЖК",2
"НВК/Производственно-противопожарное водоснабжение (В2,3) площадки ОБП, ВЖК",2
"НВК/Производственно-питьевое водоснабжение (В1) площадки ОБП, ВЖК",2
НВ.ТТ/поз.2.17/Монтаж станции,2
   ГФ11.1 - газ на факел (ЭО),2
Монтажные работы.Электрическая воздушная линия ВЛ-10кВ (Куст 80),2
Монтажные работы.Электрическая воздушная линия ВЛ-10кВ (Куст 76),2
WBS: ОКС 2916 - Куст-56.2.3.2.8 Внутриплощадочные электрические сети (СЭО),2
Монтажные работы.Электрическая воздушная линия ВЛ-10кВ (Куст 56),2
Монтажные работы.Электрическая воздушная линия ВЛ-10кВ (Куст 136),2
Монтажные изделия,2
Монтаж. Площадка КТП со станцией управления насосами (Куст 301),2
Монтаж. Водовод пластовой воды до блока гребенки  (ВВ4),2
Монтаж. Водовод от блока гребенки (циркуляционный)  (ВВ5),2
"Монтаж. Внутриплощадочный трубопровод, 4 этап (Линии Д-1, Г-16, трубопроводы обвязки штуцеров)",2
WBS: ОКС 2916 - Куст-58.3.2.1.7 Строительные работы. Установка измерительная,2
Монтаж ёмкости,2
"Монтаж электрооборудования, молниезащиты и заземления (Куст 70)",2
WBS: ОКС 853 - Куст-136.9.9.1.13 Футляр защитный №1 (для нефтегазопровода) Ду-720,2
WBS: ОКС 853 - Куст-25.9.2.2.1 Строительные работы основания устья добывающей скважины,2
Монтаж системы кабельных лотков (поз.044),2
WBS: ОКС 866 - Куст-26.9.2.1.6 Монтаж приборов и средств автоматизации,2
Монтаж оборудования КИП,2
WBS: ОКС 866 - Куст-26.9.2.9.26 Монтаж охранно-пожарной сигнализации,2
Монтаж оборудования (поз.49.2),2
Монтаж оборудования (поз.49.1),2
"WBS: ОКС 866 - Куст-26.9.5.2.1 Подвеска провода, установка оборудования и заземление электрической воздушной линии 10 кВ",2
Монтаж оборудования (поз.39),2
Монтаж оборудования (поз.35),2
"WBS: ОКС 866 - Куст-27.9.2.4.7 Монтаж электрооборудования, молниезащиты и заземления",2
"WBS: ОКС 866 - Куст-27.9.2.4.8 Монтаж электрооборудования, молниезащиты и заземления",2
WBS: ОКС 866 - Куст-28.9.2.7.16 Общеплощадочные работы,2
Монтаж оборудования (поз.15),2
Монтаж оборудования (ЭС С127),2
Монтаж оборудования (С119.ЭСО),2
WBS: ОКС 866 - Куст-34.9.2.6.10 Высоконапорные водоводы,2
WBS: ОКС 866 - Куст-34.9.2.9.26 Монтаж охранно-пожарной сигнализации,2
WBS: ОКС 866 - Куст-34.9.3.1.17 Высоконапорный водовод Ду-114х8 К.34 - т.вр.К34,2
"WBS: ОКС 866 - Куст-35.9.2.4.7 Монтаж электрооборудования, молниезащиты и заземления",2
Монтаж металлоконструкций фундамента (поз.8),2
WBS: ОКС 866 - Куст-35.9.2.4.8 Монтаж приборов и средств автоматизации,2
Монтаж оборудования ПС,2
WBS: ОКС 866 - Куст-26.9.2.1.4 Строительные работы опор сетей инженерных,2
Монтаж системы КИТСО УПСГ,2
WBS: ОКС 866 - Куст-201.9.2.9.5 Строительные работы основания блока распределения воды,2
Монтаж ростверка РСм1 (Поз.7),2
Монтаж противоподкопной решетки (ВХ3.Огр),2
Монтаж прожекторной мачты Н=28м (поз.38),2
Монтаж прожекторной мачты,2
Монтаж приборов и средств автоматизации (АОВ),2
WBS: ОКС 853 - Куст-25.9.2.3.2 Монтаж электрооборудования КТП и ЭЦН,2
Монтаж приборов и оборудования (С202),2
WBS: ОКС 853 - Куст-25.9.2.4.2 Монтаж электрооборудования КТП и ЭЦН,2
Монтаж площадок обслуживания (Поз.1),2
Монтаж основного ЗРА,2
Монтаж опоры,2
WBS: ОКС 853 - Куст-25.9.2.9.17 Монтаж технологического оборудования,2
WBS: ОКС 853 - Куст-25.9.2.9.18 Выкидные трубопроводы,2
Монтаж опор ВЛ,2
Монтаж ограждения узла (поз.201),2
WBS: ОКС 853 - Куст-25.9.2.9.19 Нефтесборный коллектор,2
Монтаж оборудования и трубопроводов (поз.57),2
"Монтаж оборудования и трубопроводов (поз.37.1,37.2)",2
WBS: ОКС 866 - Куст-201.9.2.9.1 Строительные работы основания блока технологического,2
WBS: ОКС 866 - Куст-41.9.2.7.12 Выкидные трубопроводы,2
Монтаж АСУТП,2
"Нефтегазопровод (114х6, 159х6, 219х6), К54 - т.вр.К54 ",2
"WBS: Фаза 2.2 Юг 4 ур.4.1.3.16 Устройство фундамента. Узел 1 ПК 60+97,5/ПК 2 +97,5",2
Выкидные трубопроводы (Куст 57),2
Выкидные трубопроводы (Куст 37),2
Выкидные трубопроводы (Куст 34),2
Выкидные трубопроводы (Куст 26),2
Водоснабжение,2
WBS: Фаза 2.2 Юг 4 ур.4.1.3.1.13 Монтаж. Линейный трубопровод КУ7 (т.вр.К316)- т.вр.К-7-ЦПС,2
WBS: Фаза 2.2 Юг 4 ур.4.1.3.1.2 Монтаж. Линейный трубопровод КУ7 (т.вр.К316) - т.вр.К-7-ЦПС,2
Водопровод и канализация (ВК) (поз.48),2
Водопровод и канализация (ВК) (поз.43),2
"WBS: Фаза 2.2 Юг 4 ур.4.1.3.17 Монтаж. Узел 1 ПК 60+97,5/ПК 2 +97,5",2
ВМР13.1 - водометанольный раствор на БРМ (ЭО),2
Водовод противопожарный (Куст 8),2
"WBS: Фаза 2.2 Юг 4 ур.4.1.3.18 Устройство фундамента. Узел 2 ПК 66+50,0/ПК 8 +50",2
"WBS: Фаза 2.2 Юг 4 ур.4.1.3.19 Монтаж. Узел 2 ПК 66+50,0/ПК 8 +50",2
"WBS: Фаза 2.2 Юг 4 ур.4.1.3.20 Устройство фундамента. Узел 3 ПК 85+29,0/ПК 27+29",2
"WBS: Фаза 2.2 Юг 4 ур.4.1.3.21 Монтаж. Узел 3 ПК 85+29,0/ПК 27+29",2
Вентиляция (поз.48),2
Вентиляция (ОВ) (поз.48),2
Вахтовый жилой комплекс (ГГС),2
ВН,2
Высоконап.вод-д т.вр.112 - т.вр.113,2
Высоконап.вод-д т.вр.К29-К30 ВМЛУ,2
Высоконап.вод-д т.вр.К81-т.вр.К112,2
Высоконапорные водоводы (Куст 138),2
"Высоконапорный водовод. 114х8, узел 2 (т.вр. К58) - Т41, т.вр. К59 (узел 34/86, заказ 866.15)",2
Высоконапорный водовод Узел №30,2
Высоконапорный водовод Узел №29,2
Высоконапорный водовод Узел №28,2
Высоконапорный водовод Ду273х14,2
Высоконапорный водовод Ду-273х14 (Куст 72) Узел №17,2
WBS: ОКС 8833П - Куст-141.2.3.1.3 Нефтегазопровод 219х6 (ЛТ),2
Высоконапорный водовод Ду-219х12 (Куст 71),2
Высоконапорный водовод Ду-219х12 (Куст 70),2
"WBS: Фаза 2.2 Куст 301 ур.4.1.1.2.26 Автоматизация комплексная, 3-14 этап",2
"Высоконапорный водовод Ду-168х10, Ду219х12 (Куст 70 - т.вр. Куст 70 - т.вр. Куст 71)",2
Высоконапорный водовод Ду-168х10 (Куст 70 - т.вр. Куст 70 - т.вр.Куст 71),2
"Высоконапорный водовод Ду-114х8, узел 2 (т.вр. К58) - т.41, т.вр.К59 (узел 34/86, заказ 866.15)",2
WBS: Фаза 2.2 Куст 301 ур.4.1.3.15 Монтаж. Узел СОД №2,2
"WBS: Фаза 2.2 Куст 301 ур.4.1.3.17 Монтаж. Узел 1 ПК 60+97,5/ПК 2 +97,5",2
"Высоконапорный водовод (ЛТ), 114х10, К78 - т.вр., узел 21/1376 ",2
"WBS: Фаза 2.2 Куст 301 ур.4.1.3.19 Монтаж. Узел 2 ПК 66+50,0/ПК 8 +50",2
"WBS: Фаза 2.2 Куст 301 ур.4.1.3.21 Монтаж. Узел 3 ПК 85+29,0/ПК 27+29",2
"WBS: Фаза 2.2 Куст 301 ур.4.1.3.22 Монтаж. Узел 4 ПК 90+78,0/ПК 32+78",2
ВМР13.2 - водометанольный раствор на ЦПС (ЭО),2
"WBS: Фаза 2.2 Юг 4 ур.4.1.3.22 Монтаж. Узел 4 ПК 90+78,0/ПК 32+78",2
Монтаж (надземной части),2
"АС/поз.4.1.6.2/Устройство свайного основания, монтаж металлоконструкций",2
АСУ ТП,2
"АС/поз.5.2.1/Устройство свайного основания, монтаж металлоконструкций",2
АС/поз.5.14.5/Монтаж металлоконструкций,2
АС/поз.5.14.4/Монтаж металлоконструкций,2
АС/поз.5.14.3/Монтаж металлоконструкций,2
"АС/поз.132.1-132.5/Устройство свайного основания, монтаж металлоконструкций, АКЗ, бетонное покрытие",2
"АС/поз.5.11.1/Устройство свайного основания, монтаж металлоконструкций",2
"АС/поз.4.12/Устройство свайного основания, монтаж металлоконструкций",2
"АС/поз.4.11.2/Устройство свайного основания, монтаж металлоконструкций",2
"АС/поз.158.1/Устройство свайного основания, монтаж металлоконструкций, АКЗ",2
