object,group
"['Емкость шламовая, V=25 м3 (поз.58.9)', 'Архитектурно-строительные решения (поз.58.9)', 'Монтаж металлоконструкций фундамента (поз.58.9)']",2
"['4 ур Компрессорная станция с установкой подготовки газа', 'Т.С037 Технологические трубопроводы (ТК1.1-1.4)', 'Т.С137 Инженерные сети (ЭЛ)']",2
"['Строительство Т.15 Станция насосная и пенного пожаротушения', 'Архитектурно-строительные решения (АС) (поз.15)', 'Устройство свайного основания под статические испытания (поз.15)']",2
"['Обустройство куста скважин (Куст 67)', 'Подэтап 1 (Куст 67)', 'Емкость дренажная (Куст 67)']",2
"['Проект: ОКС 8833', 'ВЛ-10 кВ на куст №201 (Проект 8833)', 'WBS: ОКС 8833 - ВЛ-10 кВ на куст №201 Строительно-монтажные работы']",2
"['Проект: ОКС 8833', 'ВЛ-10 кВ на куст №144 (Проект 8833)', 'WBS: ОКС 8833 - ВЛ-10 кВ на куст №144 Строительно-монтажные работы']",2
"['Строительство Т.34 Котельная', 'Архитектурно-строительные решения (АС) (поз.34)', 'Монтаж металлоконструкций фундамента (поз.34)']",2
"['Емкость шламовая, V=25м3 (поз.58.9)', 'Архитектурно-строительные решения (поз.58.9)', 'Монтаж металлоконструкций фундамента (поз.58.9)']",2
"['Зона складирования', 'Поз.12/Площадка складирования тары', 'ГП/поз.12/Устройство площадки']",2
"['КИТСО и ИБ', 'поз.2.1', 'Ограждение ОБП ВЖК']",2
"['Проект: ОКС 8833 - Куст-141 ОКС 8833 - Куст №141. Уровень 4', 'WBS: ОКС 8833 - Куст-141.3.2 Обустройство куста', 'WBS: ОКС 8833 - Куст-141.3.2.1.7 Мачта прожекторная (АС)']",2
"['Проект: ОКС 8833 - Куст-141 ОКС 8833 - Куст №141. Уровень 4', 'WBS: ОКС 8833 - Куст-141.3.2 Обустройство куста', 'WBS: ОКС 8833 - Куст-141.3.2.1.5 Инженерные сети (АС)']",2
"['Строительство Т.7.1-7.4 Пункты подогрева нефти', 'Технология производства (ТХ) (поз.7.1-7.4)', 'Монтаж оборудования и трубопроводов (поз.7.1-7.4)']",2
"['КНС бытовых сточных вод (поз.23.2)', 'Площадка обезвоженного осадка (поз.25)', 'Монтаж металлоконстркций (поз.25)']",2
"['Емкость дренажно-канализационная, V=12,5 м3 (поз.26.4)', 'Архитектурно-строительные решения (поз.26.4)', 'Монтаж металлоконструкций фундамента (поз.26.4)']",2
"['Кабельная эстакада 10 кВ (С143)', 'Электроснабжение (С143)', 'Заземление (С143)']",2
"['Обустройство куста скважин (Куст 77)', 'Подэтап 1 (Куст 77)', 'Установка измерительная (Блок технологический) (АС)']",2
"['Проект: ОКС 866 - Куст-36 ОКС 866 - Куст №36. Уровень 4', 'WBS: ОКС 866 - Куст-36.9.2 Обустройство', 'WBS: ОКС 866 - Куст-36.9.2.2.2 Монтаж электрооборудования КТП и ЭЦН']",2
"['Проект: ОКС 866 - Куст-36 ОКС 866 - Куст №36. Уровень 4', 'WBS: ОКС 866 - Куст-36.9.2 Обустройство', 'WBS: ОКС 866 - Куст-36.9.2.16.8 Монтаж системы электрооогрева трубопроводов. Подэтап 8']",2
"['Строительство кустовой площадки №2 (4 скв.) КГС-2', 'Поз.С1 (Сети внутриплощадочные)', 'Поз.С1-ЭОБ (Электрообогрев)']",2
"['4 ур Компрессорная станция с установкой подготовки газа', 'Т.С037 Технологические трубопроводы (ТК1.1-1.4)', 'ГФН10.1 - газ на факел (ЭО)']",2
"['4 ур Компрессорная станция с установкой подготовки газа', 'Т.С037 Технологические трубопроводы (ТК1.1-1.4)', 'ГФ4.2  - газ на факел (ЭО)']",2
"['4 ур Компрессорная станция с установкой подготовки газа', 'Т.С037 Технологические трубопроводы (ТК1.1-1.4)', 'ГФ25.1 - газ на факел (ЭО)']",2
"['Строительство нефтегазопровода от К138 до т.вр.К5', 'Строительство нефтесборных сетей (Куст 138)', 'Строительные работы опор трубопровода, Куст 138 - т.в. куст 138']",2
"['Проект: ОКС 866 - Куст-36 ОКС 866 - Куст №36. Уровень 4', 'WBS: ОКС 866 - Куст-36.9.2 Обустройство', 'WBS: ОКС 866 - Куст-36.9.2.1.2 Монтаж электрооборудования КТП и ЭЦН']",2
"['Проект: ОКС 866 - Куст-36 ОКС 866 - Куст №36. Уровень 4', 'WBS: ОКС 866 - Куст-36.9.2 Обустройство', 'WBS: ОКС 866 - Куст-36 Строительные работы опор сетей инженерных']",2
"['4 ур Компрессорная станция с установкой подготовки газа', 'Т.С037 Технологические трубопроводы (ТК1.1-1.4)', 'ГФ22.3.1 - газ на факел (ЭО)']",2
"['Строительство нефтегазопровода от К138 до т.вр.К5', 'Строительство нефтесборных сетей (Куст 5)', 'Строительные работы, Узел№14/66 ПК21+56,50, Узел приема СОД']",2
"['Строительство нефтегазопровода от К70 до т.вр. К71', 'Обустройство кустовой площадки (Куст 138)', 'Выкидные трубопроводы (Куст 138)']",2
"['4 ур Компрессорная станция с установкой подготовки газа', 'Т.С037 Технологические трубопроводы (ТК1.1-1.4)', 'ГТ7.1 - газ топливный на БРМ (ЭО)']",2
"['(С-037) Сети тепловые', 'Участок  ТК5', 'Тепловые сети Т1, Т2 (ТК5)']",2
"['Проект: ОКС 866 - Куст-35 ОКС 866 - Куст №35. Уровень 4', 'WBS: ОКС 866 - Куст-35.9.2 Обустройство', 'WBS: ОКС 866 - Куст-36.9.2.16.3 Монтаж системы электрооогрева трубопроводов. Подэтап 7']",2
"['Поз.339 Емкость дренажная V=25м3', 'АС/поз.339/Архитектурно-строительные решения']",2
"['Проект: ОКС 866 - Куст-35 ОКС 866 - Куст №35. Уровень 4', 'WBS: ОКС 866 - Куст-35.9.2 Обустройство', 'WBS: ОКС 866 - Куст-36.9.2.16.3 Монтаж системы электрооогрева трубопроводов. Подэтап 5']",2
"['4 ур Компрессорная станция с установкой подготовки газа', 'Т.С037 Технологические трубопроводы (ТК1.1-1.4)', 'ГТ00.1.1 - газ топливный на ГПА-1.1, 1.2 (ЭО)']",2
"['Проект: ОКС 866 - Куст-35 ОКС 866 - Куст №35. Уровень 4', 'WBS: ОКС 866 - Куст-35.9.2 Обустройство', 'WBS: ОКС 866 - Куст-35.9.2.9.25 Монтаж приборов и средств автоматизации']",2
"['4 ур Компрессорная станция с установкой подготовки газа', 'Т.С037 Технологические трубопроводы (ТК1.1-1.4)', 'ГТ00.1.1 - Газ топливный на ГПА-1.1']",2
"['4 ур Компрессорная станция с установкой подготовки газа', 'Т.С037 Технологические трубопроводы (ТК1.1-1.4)', 'ГТ00.1 - газ на ГПА-1.1, 1.2 (ЭО)']",2
"['Строительство нефтегазопровода от К70 до т.вр. К71', 'Строительство нефтесборных сетей (Куст 138)', 'Строительные работы опор трубопровода (Куст 138)']",2
"['Проект: ОКС 866 - Куст-35 ОКС 866 - Куст №35. Уровень 4', 'WBS: ОКС 866 - Куст-35.9.2 Обустройство', 'WBS: ОКС 866 - Куст-35.9.2.7.14 Монтаж приборов и средств автоматизации']",2
"['Куст-102  Обустройство', '1 подэтап', 'Сети технологические']",2
"['4 ур Компрессорная станция с установкой подготовки газа', 'Т.С037 Технологические трубопроводы (ТК1.1-1.4)', 'Д22.1.4 - дренаж трубопроводов в ЕД-2 (ЭО)']",2
"['Проект: ОКС 866 - Куст-36 ОКС 866 - Куст №36. Уровень 4', 'WBS: ОКС 866 - Куст-36.9.2 Обустройство', 'WBS: ОКС 866 - Куст-36.9.2.3.2 Монтаж электрооборудования КТП и ЭЦН']",2
"['Проект: ОКС 866 - Куст-36 ОКС 866 - Куст №36. Уровень 4', 'Проект: ОКС 866 - Куст-34 ОКС 866 - Куст №34. Уровень 4', 'WBS: ОКС 866 - Куст-34.9.3.2.4 Монтаж узла №1 (водовод)']",2
"['Обустройство куста скважин (Куст 77)', 'Подэтап 1 (Куст 77)', 'Сети технологические дренажные, Сети электрические (АС)']",2
"['Проект: ОКС 866 - Куст-36 ОКС 866 - Куст №36. Уровень 4', 'Проект: ОКС 866 - Куст-34 ОКС 866 - Куст №34. Уровень 4', 'WBS: ОКС 866 - Куст-34.9.3.1.2 Высоконапорный водовод Ду-168х10 К34 - т.вр.К34']",2
"['Проект: ОКС 866 - Куст-36 ОКС 866 - Куст №36. Уровень 4', 'Проект: ОКС 866 - Куст-34 ОКС 866 - Куст №34. Уровень 4', 'WBS: ОКС 866 - Куст-34.9.3.1.17 Высоконапорный водовод Ду-114х8 К.34 - т.вр.К34']",2
"['Строительство газопровода КС с УПГ-ЗМЛУ и обустройство объектов закачки ЗМЛУ (ф426*16 47 км)', 'Переход реки Мессояха (ННБ)', '75.17.2-ТГП-(ННБ)-Л Линейная часть']",2
"['КНС производственно-дождевых сточных вод  (6.8)., Площадка химико-аналитической лаборатории.', 'ОБП ВЖК.МТр.МТ ОБП. Электрообогрев', 'Монтаж оборудования']",2
"['Обустройство куста скважин (Куст 76)', 'Подэтап 2 (Куст 76)', 'Строительные работы. Сети инженерные (Куст 76)']",2
"['Обустройство куста скважин (Куст 76)', 'Подэтап 3 (Куст 76)', 'Строительные работы. Сети инженерные (Куст 76)']",2
"['4 ур Компрессорная станция с установкой подготовки газа', 'Т.С037 Технологические трубопроводы (ТК1.1-1.4)', 'М00.3.3 - метанол от насосной метанола']",2
"['Проект: ОКС 866 - Куст-36 ОКС 866 - Куст №36. Уровень 4', 'WBS: ОКС 866 - Куст-36.9.2.3 9 подэтап', 'WBS: ОКС 866 - Куст-36.9.2.3.9 Монтаж электрооборудования, молниезащиты и заземления']",2
"['КНС производственно-дождевых сточных вод  (6.8)., Площадка химико-аналитической лаборатории.', 'ОБП ВЖК.МТр.МТ ОБП. Электрообогрев', 'ОБП ВЖК.ВИС 1 Этап.ОБП, ВЖК, РЭБСП/В2,3']",2
"['4 ур Компрессорная станция с установкой подготовки газа', 'Т.С037 Технологические трубопроводы (ТК1.1-1.4)', 'КГ26.1 - конденсат от ЦПС (ЭО)']",2
"['Строительство газопровода КС с УПГ-ЗМЛУ и обустройство объектов закачки ЗМЛУ (ф426*16 47 км)', 'Участок крановый узел УГ2 - переход реки Мессояха', '75.17.2-ТГП-(УГ2;ННБ)-Л Линейная часть']",2
"['Строительство кустовой площадки №2 (4 скв.) КГС-2', 'Поз.11 (Здание электростанции газопоршневой)', 'Поз.11.1-АС (Архитектурно-строительные решения)']",2
"['КНС производственно-дождевых сточных вод  (6.8)., Площадка химико-аналитической лаборатории.', 'ОБП ВЖК.ХАЛ.АК', '03/2-АК/Автоматизация площадки ХАЛ']",2
"['Проект: ОКС 866 - Куст-36 ОКС 866 - Куст №36. Уровень 4', 'WBS: ОКС 866 - Куст-36.9.2 Обустройство', 'WBS: ОКС 866 - Куст-36.9.2.9.23 Трубопровод сброса с предохранительного клапана']",2
"['Обустройство куста скважин (Куст 76)', 'Подэтап 4 (Куст 76)', 'Строительные работы. Сети инженерные (Куст 76)']",2
"['КТП с НКУ (поз.39)', 'Архитектурно-строительные решения (поз.39)', 'Кабельные конструкции (поз.39)']",2
"['КТП с НКУ (поз.39)', 'Архитектурно-строительные решения (поз.39)', 'Укладка тротуарных плит (поз.39)']",2
"['Электрические воздушные линии 10кВ (Куст 15)', 'Электрические воздушные линии 10кВ (Куст 76)', 'Монтажные работы.Электрическая воздушная линия ВЛ-10кВ (Куст 76)']",2
"['Проект: ОКС 866 - Куст-36 ОКС 866 - Куст №36. Уровень 4', 'WBS: ОКС 866 - Куст-36.9.2 Обустройство', 'WBS: ОКС 866 - Куст-36.9.2.6.3 Монтаж электрооборудования КТП и ЭЦН']",2
"['Проект: ОКС 866 - Куст-36 ОКС 866 - Куст №36. Уровень 4', 'WBS: ОКС 866 - Куст-36.9.2 Обустройство', 'WBS: ОКС 866 - Куст-36.9.2.6.13 Монтаж электрооборудования, молниезащиты и заземления']",2
"['КТП с НКУ (поз.40)', 'Архитектурно-строительные решения (поз.40)', 'Укладка тротуарных плит (поз.40)']",2
"['Проект: ОКС 866 - Куст-36 ОКС 866 - Куст №36. Уровень 4', 'WBS: ОКС 866 - Куст-36.9.2 Обустройство', 'WBS: ОКС 866 - Куст-36.9.2.5.3 Монтаж электрооборудования КТП и ЭЦН']",2
"['Проект: ОКС 866 - Куст-36 ОКС 866 - Куст №36. Уровень 4', 'WBS: ОКС 866 - Куст-36.9.2 Обустройство', 'WBS: ОКС 866 - Куст-36.9.2.5.11 Монтаж электрооборудования, молниезащиты и заземления']",2
"['Проект: ОКС 866 - Куст-36 ОКС 866 - Куст №36. Уровень 4', 'WBS: ОКС 866 - Куст-36.9.2 Обустройство', 'WBS: ОКС 866 - Куст-36.9.2.4.2 Монтаж электрооборудования КТП и ЭЦН']",2
"['(С-037) Сети тепловые', 'Участок  ТК4', 'Тепловые сети Т1, Т2 (ТК4)']",2
"['Емкость дренажно-канализационная, V=12,5 м3 (поз.26.4)', 'Архитектурно-строительные решения (поз.26.4)', 'Устройство свайного основания (поз.26.4)']",2
"['Строительство ПС35/10 кВ (ПС№9)', 'Подстанция 35/10 (ПС№9)', 'Подстанция 35/10 кВ (ЭС) (ПС№9)']",2
"['ВХЗ. Площадка водополготовки', 'КТП 10 кВ. Площадка водоподготовки (поз.3)', '(АС) Архитектурно-строительные решения. (ВХЗ. Поз.3)']",2
"['Строительно-монтажные работы', 'Тит.8414 Инженерные сети УПСГ проект ""Гипротюменьнефтегаз""', 'Тит.8414 Инженерные сети УПСГ-С037-ТК2']",2
"['Строительно-монтажные работы', 'Тит.8414 Инженерные сети УПСГ', 'Тит.8414 Инженерные сети УПСГ (ТК)']",2
"['Строительно-монтажные работы', 'Тит.8414 Инженерные сети УПСГ', 'Тит.8414 Инженерные сети УПСГ (ТК2)']",2
"['Внутриплощадочные сети площадки ОБП.ВЖК', 'Межплощадочные трубопроводы от пл.ОБП, РЭБСП, ВЖК до т.1', 'ТК/06/1-01/Межплощадочные трубопроводы от пл.ОБП, РЭБСП, ВЖК до т.1/Технологические коммуникации']",2
"['Обустройство куста скважин (Куст 47)', 'Нефтесборные сети (Куст 56)', 'Строительные работы. Линейная часть  (Куст 56)']",2
"['Воздушная линия ВЛ-35 кВ на КУ №7', 'Подстанция ПС35/10  кВ № 10', 'WBS: ОКС 11-1602.2 - ПС №10 + ВЛ35кВ.2.9.5 Молниеприемник (АС)']",2
"['Резервуар-накопитель производственно-дождевых вод, V=400 м3 (поз.28.2)', 'Сети канализации (поз.28.2)', 'Устройство антикоррозионной защиты (поз.28.2)']",2
"['Воздушная линия ВЛ-35 кВ на КУ №7', 'Подстанция ПС35/10  кВ № 10', 'WBS: ОКС 11-1602.2 - ПС №10 + ВЛ35кВ.2.9.7 Трансформатор ТДНС (АС)']",2
"['Временное электроснабжение ', 'АС (Архитектурно-строительные решения)']",2
"['Обустройство куста скважин (Куст 47)', 'Подэтап 1 (Куст 47)', 'Автоматизация комплексная (Куст 47)']",2
"['4.3.2 Резервуар дизельного топлива (РВС-2000)', '4.11.2 Прожекторная мачта', 'ЭС/поз.4.13/Сборка оборудования']",2
"['Резервуар товарной нефти, V=10 000м3 (поз.10.3)', 'Тепловые сети (поз.10.3)', 'Монтаж трубопроводов теплоснабжения (поз.10.3)']",2
"['Резервуар товарной нефти, V=10 000м3 (поз.10.3)', 'Пожаротушение (поз.10.3)', 'Монтаж трубопровода раствора пенообразователя Р2с (поз.10.3)']",2
"['Резервуар товарной нефти, V=10 000м3 (поз.10.3)', 'Пожаротушение (поз.10.3)', 'Монтаж водопровода противопожарного В2с (поз.10.3)']",2
['Высоконап.вод-д т.вр.112 - т.вр.113'],2
['Высоконап.вод-д т.вр.К29-К30 ВМЛУ'],2
"['ОКС 866 - Куст-37.9 Строительно-монтажные работы', 'ОКС 866 - Куст-37.9.2 Обустройство', 'WBS: ОКС 866 - Куст-37.9.2.2.7 Монтаж электрооборудования, молниезащиты и заземления']",2
"['Резервуар товарной нефти, V=10 000м3 (поз.10.2)', 'Технология производства (поз.10.2)', 'Устройство антикоррозионной защиты (поз.10.2)']",2
"['Резервуар товарной нефти, V=10 000м3 (поз.10.2)', 'Тепловые сети (поз.10.2)', 'Монтаж трубопроводов теплоснабжения (поз.10.2)']",2
"['Резервуар товарной нефти, V=10 000м3 (поз.10.2)', 'Пожаротушение (поз.10.2)', 'Монтаж трубопровода раствора пенообразователя Р2с (поз.10.2)']",2
"['Резервуар товарной нефти, V=10 000м3 (поз.10.2)', 'Пожаротушение (поз.10.2)', 'Монтаж водопровода противопожарного В2с (поз.10.2)']",2
"['4.3.2 Резервуар дизельного топлива (РВС-2000)', '3. Пуско-наладочные работы', 'Монтаж стоек и опор под трубопроводы']",2
['Высоконап.вод-д т.вр.К81-т.вр.К112'],2
"['Резервуар товарной нефти, V=10 000м3 (поз.10.1)', 'Технология производства (поз.10.1)', 'Устройство антикоррозионной защиты (поз.10.1)']",2
"['Резервуар товарной нефти, V=10 000м3 (поз.10.1)', 'Тепловые сети (поз.10.1)', 'Монтаж трубопроводов теплоснабжения (поз.10.1)']",2
"['4.3.2 Резервуар дизельного топлива (РВС-2000)', '3. Пуско-наладочные работы', 'Монтаж запорной арматуры']",2
"['Внутриплощадочные инженерные сети площадки ППиТБО', 'Монтаж оборудования', 'АК/Автоматизация комплексная (АК1)']",2
"['Резервуары аварийного топлива (поз.37.1-37.2)', 'Архитектурно-строительные решения (поз.37.1-37.2)', 'Монтаж тротуарных плит (поз.37.1, 37.2)']",2
"['Газотурбинная электростанция (ГТЭС) 2 очередь 4 ур', '2-я очередь', '0-ГП.2/Генеральный план']",2
"['Строительно-монтажные работы', 'Тит. С202 Газопровод реверсного газа', 'Тит. С202 Газопровод реверсного газа']",2
"['Обустройство куста скважин (Куст 35)', 'Строительные работы основания подстанции трансформаторной 10/0,4кВ, площадки электрооборудования ЭЦН']",2
"['Ремонтный блок с МТС (поз.60)', 'Сети канализации (поз.60)', 'Водопровод и канализация (НК) (поз.60)']",2
"['Вахтовый жилой комплекс (поз.48)', 'Архитектурные решения (поз.48)', 'Вентиляция (поз.48)']",2
"['Вахтовый жилой комплекс (поз.48)', 'Архитектурные решения (поз.48)', 'Общестроительные работы (поз.48)']",2
"['5.16.1 КНС хозяйственно-бытовых стоков', 'НК.ТТ/поз.5.16.1/Монтаж КНС', 'Монтаж здания']",2
"['43-АС (Архитектурно-строительные решения)', '169.10.00-КС-43-АС (Архитектурно-строительные решения)']",2
"['Ремонтный блок с МТС (поз.60)', 'Охранная сигнализация (поз.60)', 'Охранная сигнализация (ОС) (поз.60)']",2
"['Ремонтный блок с МТС (поз.60)', 'Отопление и вентиляция (поз.60)', 'Отопление (ОВ) (поз.60)']",2
"['Ремонтный блок с МТС (поз.60)', 'Отопелние, вениляция и кондицианирование воздуха (поз.60)', 'Технологические блоки (ВР) (поз.60)']",2
"['4.5 Насосная перекачки топлива', 'ТХ/поз.4.5/Технологические трубопроводы', 'Монтаж запорной арматуры']",2
"['4.5 Насосная перекачки топлива', '4.5.2 Аппаратурный блок насосной перекачки топлива', 'Монтаж блок-бокса']",2
"['Строительно-монтажные работы', 'Т.С202 Инженерные сети (до ГТЭС)', 'Т.С202 Инженерные сети (АС)']",2
"['4.5 Насосная перекачки топлива', '4.5.2 Аппаратурный блок насосной перекачки топлива', '4.8 Площадка сбора ТБО']",2
"['Вертикальная планировка (УРГ)', 'Генеральный план (0-ГП)', '0-ГП. Вертикальная планировка']",2
"['Ремонтный блок с МТС (поз.60)', 'Напорный нефтепровод ПСП-ГНПС №1 трубопроводной системы ""Заполярье-НПС ""Пур-Пе"" (поз.201)', 'Монтаж колодцев  (НК1)']",2
"['Обустройство куста скважин (Куст 47)', '1 подэтап (Куст 47)', 'Внутриплощадочные сети электрические (Куст 47)']",2
"['ОКС 866 - Куст-37.9 Строительно-монтажные работы', 'ОКС 866 - Куст-37.9.2 Обустройство', 'ОКС 866 - Куст-37.9.2.16.1 Монтаж системы электрооогрева трубопроводов. Подэтап 1']",2
"['Ремонтный блок с МТС (поз.60)', 'Емкость дренажа-канализационная, V=12,5 м3 (поз.105.2)', 'Монтаж металлоконструкций фундамента (поз.105.2 )']",2
"['Внеплощадочные сети (Внеплощ.сети С127)', 'Электроснабжение узла задвижек (поз.201) (С127)', 'Монтаж оборудования (ЭС С127)']",2
"['Ремонтный блок с МТС (поз.60)', 'Емкость дренажа-канализационная, V=12,5 м3 (поз.105.1)', 'Монтаж металлоконструкций фундамента (поз.105.1 )']",2
"['Ремонтный блок с МТС (поз.60)', 'Внеплощадочные сети (Внеплощ.сети С127)', 'Наружное освещение (ЭС С127)']",2
"['Строительно-монтажные работы', 'Тит. С037 Инженерные сети', 'Тит. С037 Инженерные сети (поз.С037-АС1.4.1)']",2
"['Ремонтный блок с МТС (поз.60)', 'Автоматизация комплексная (поз.60)', 'Автоматизация комплексная (АК) (поз.60)']",2
"['Строительно-монтажные работы', 'Тит. С037 Инженерные сети', 'Тит. С037 Инженерные сети (поз.С037-АС1.4.4)']",2
"['Электрохимзащита трубопроводов (АС)', 'Земная станция спутниковой связи (ЗССС)', 'Земная станция спутниковой связи (Зем.станц.ЗССС)']",2
"['Резервуар противопожарного запаса воды, V=5000м3 (поз.13.4)', 'Технология производства (поз.13.4)', 'Устройство антикоррозионной защиты (поз.13.4)']",2
"['Газотурбинная электростанция (ГТЭС) 2 очередь 4 ур', '2-я очередь', 'АС.2/поз.220/Архитектурно-строительные решения']",2
"['Емкость дренажно-канализационная, V=12,5 м3 (поз.26.3)', 'Архитектурно-строительные решения (поз.26.3)', 'Устройство свайного основания (поз.26.3)']",2
"['Резервуар аварийного пролива топлива, V=10 м3 (поз.58.8)', 'Архитектурно-строительные решения (поз.58.8)', 'Монтаж металлоконструкций фундамента (поз.58.8)']",2
"['4.1.6.2 Емкость дренажная V=12,5 м3', 'АК/поз.4.1.6/Автоматизация', 'Монтаж кабельной продукции']",2
"['Обустройство куста скважин (Куст 47)', 'Подэтап 2 (Куст 47)', 'Внутриплощадочные сети электрические (Куст 47)']",2
"['Строительство ВЛ 10 кВ (Куст 70)', 'Электрическая воздушная линия 10 кВ на куст скважин (Куст 70)', 'Строительные работы электрической воздушной линии 10 кВ (Куст 70)']",2
"['4.1.6.1 Емкость дренажная V=12,5 м3', 'АС/поз.4.1.6.1/Устройство свайного основания, монтаж металлоконструкций', 'Устройство ростверка']",2
"['Пункты подогрева нефти (поз.7.1-7.4)', 'Технология производства (поз.7.1-7.4)', 'Монтаж оборудования и трубопроводов (поз.7.1-7.4)']",2
"['Обустройство куста скважин (Куст 47)', 'Подэтап 2 (Куст 47)', 'Сети технологические (Куст 47)']",2
"['Проходная (поз.101)', 'Технология производственных предприятий (поз.101)', 'Укладка тротуарных плит (поз.101)']",2
"['Обустройство куста скважин (Куст 47)', 'Подэтап 3 (Куст 47)', 'Сети технологические (Куст 47)']",2
"['(С-037) Сети Технологические', 'Участок ТК2', 'Производственно-бытовая канализация К3К2Н (ТК2)']",2
"['Проходная (поз.101)', 'Сети связи (поз.101)', 'Оборудование рабочих мест (поз.101)']",2
"['Проходная (поз.101)', 'Архитектурно-строительные решения (поз.101)', 'Монтаж металлоконструкций (поз.101)']",2
"['Обустройство куста скважин (Куст 47)', 'Узел задвижек (Куст 47)', 'Строительные работы. Узел 1. Нефтегазопровод. Высоконапорный водовод (Куст 47)']",2
"['(С-037) Сети Технологические', 'Участок ТК4', 'Нефтесодержащие сточные воды Н5Н (ТК4)']",2
"['Обустройство куста скважин (Куст 56)', 'Подэтап 1 (Куст 56)', 'Мачта прожекторная (Куст 56)']",2
"['Емкость для сбора утечек нефти и дренажа V=25 м3 (поз.5.5)', 'Архитектурно-строительные решения (поз.5.5)', 'Монтаж металлоконструкций фундамента (поз.5.5)']",2
"['Строительство ВЛ 10 кВ (Куст 93)', 'Электрическая воздушная линия 10 кВ на куст скважин (Куст 93)', 'Подвеска провода, установка оборудования и заземление электрической воздушной линии 10 кВ (Куст 93)']",2
"['Обустройство куста скважин (Куст 56)', 'Подэтап 1 (Куст 56)', 'Сети инженерные (Куст 56)']",2
"['Обустройство куста скважин (Куст 56)', 'Подэтап 1 (Куст 56)', 'Установка измерительная (Куст 56)']",2
"['Обустройство куста скважин (Куст 56)', 'Подэтап 1 (Куст 56)', 'Устройство основания. Горизонтальная насосная установка (Куст 56)']",2
"['Обустройство куста скважин (Куст 56)', 'Подэтап 2 (Куст 56)', 'Сети инженерные (Куст 56)']",2
"['(С-037) Сети Технологические', 'Участок ТК4', 'Очищенные стоки К0Н (ТК4)']",2
"['Емкость для сбора утечек нефти и дренажа V=63 м3 (поз.5.8)', 'Технология производства (поз.5.8)', 'Монтаж оборудования и трубопроводов (поз.5.8)']",2
"['Емкость дренажная, V=8м3 (поз.29)', 'Архитектурно-строительные решения (поз.29)', 'Бетонная отмостка (поз.29)']",2
"['Емкость дренажно-канализационная, V=12,5 м3 (поз.26.2)', 'Архитектурно-строительные решения (поз.26.2)', 'Устройство свайного основания (поз.26.2)']",2
"['Емкость дренажно-канализационная, V=12,5 м3 (поз.26.3)', 'Архитектурно-строительные решения (поз.26.3)', 'Монтаж металлоконструкций фундамента (поз.26.3)']",2
"['Резервуар аварийного пролива топлива, V=10 м3 (поз.57)', 'Технология производственных предприятий (поз.57)', 'Монтаж оборудования и трубопроводов (поз.57)']",2
"['Резервуар аварийного пролива топлива, V=10 м3 (поз.58.8)', 'Архитектурно-строительные решения (поз.58.8)', 'Устройство свайного основания (поз.58.8)']",2
"['Резервуар противопожарного запаса воды, V=5000м3 (поз.13.3)', 'Технология производства (поз.13.3)', 'Устройство антикоррозионной защиты (поз.13.3)']",2
"['Обустройство куста скважин (Куст 47)', 'Подэтап 11 (Куст 47)', 'Сети инженерные - 1. Электрический подогреватель нефти (Куст 47)']",2
"['ОКС 866 - Куст-37.9 Строительно-монтажные работы', 'ОКС 866 - Куст-37.9.2 Обустройство', 'WBS: ОКС 866 - Куст-37.9.2.2.5 Монтаж электрооборудования, молниезащиты и заземления  ']",2
"['Резервуар противопожарного запаса воды, V=5000м3 (поз.13.2)', 'Технология производства (поз.13.2)', 'Устройство антикоррозионной защиты (поз.13.2)']",2
"['Генплан и автодороги', 'Водоотводные сооружения, 1 этап строительства (ГП)', 'Устройство водоотводного лотка по периметру карт амбара']",2
"['Резервуар противопожарного запаса воды, V=5000м3 (поз.13.1)', 'Технология производства (поз.13.1)', 'Устройство антикоррозионной защиты (поз.13.1)']",2
"['ОКС 866 - Куст-37.9 Строительно-монтажные работы', 'ОКС 866 - Куст-37.9.2 Обустройство', 'WBS: ОКС 866 - Куст-37.9.2.16.4 Монтаж системы электрооогрева трубопроводов. Подэтап 4']",2
"['Дизельная электростанция (поз.55)', 'Архитектурно-строительные решения (поз.55)', 'Укладка тротуарных плит (поз.55)']",2
"['4.3.2 Резервуар дизельного топлива (РВС-2000)', '01/1-01-АС/Внутриплощадочные инженерные сети площадки ОБП, ВЖК, РЭБСП', 'Монтаж трубопровода']",2
"['Резервуар противопожарного запаса воды (поз.13.1)', 'Технология производства (поз.13.1)', 'Монтаж резервуара (поз.13.1)']",2
"['ОКС 866 - Куст-37.9 Строительно-монтажные работы', 'ОКС 866 - Куст-37.9.2 Обустройство', 'WBS: ОКС 866 - Куст-37.9.2.16.3 Монтаж системы электрооогрева трубопроводов. Подэтап 3']",2
"['Резервуар запаса воды для котельной, V=10 м3 (поз.36)', 'Тепломеханические решения котельных (поз.36)', 'Монтаж оборудования и трубопроводов (поз.36)']",2
"['Резервуар запаса воды для котельной, V=10 м3 (поз.36)', 'Архитектурно-строительные решения (поз.36)', 'Бетонная площадка (поз.36)']",2
"['Строительство ВЛ 10 кВ (Куст 5)', 'Строительство ВЛ 10 кВ (Куст 8)', 'Подвеска провода, установка оборудования и заземление электрической воздушной линии 10 кВ (Куст 8)']",2
